Hue0	Hue1	Hue2	Hue3	Hue4	Hue5	Hue6	Hue7	Hue8	Hue9	Length0	Length1	Length2	Length3	Length4	Length5	Length6	Length7	Length8	Length9	Angle0	Angle1	Angle2	Angle3	Angle4	Angle5	Angle6	Angle7	Angle8	Angle9	feature2x1_1	feature2x1_2	feature2x2_1	feature3x1_1	feature3x1_2	feature3x1_3	feature3x1_4	feature3x1_5	feature3x1_6	feature3x2_1	feature3x2_2	feature3x2_3	feature3x2_4	feature3x2_5	feature3x2_6	feature3x3_1	feature3x3_2	feature3x3_3	feature3x3_4	feature3x3_5	feature3x3_6	feature4x1_1	feature4x1_2	feature4x1_3	feature4x1_4	feature4x2_1	feature4x2_2	feature4x2_3	feature4x2_4	feature4x2_5	feature4x2_6	feature4x2_7	feature4x2_8	feature4x3_1	feature4x3_2	feature4x3_3	feature4x3_4	feature4x3_5	feature4x3_6	feature4x3_7	feature4x3_8	feature4x3_9	feature4x3_10	feature4x3_11	feature4x3_12	feature4x3_13	feature4x3_14	feature4x3_15	feature4x3_16	feature4x4_1	feature4x4_2	feature4x4_3	feature4x4_4	feature4x4_5	feature4x4_6	feature4x4_7	feature4x4_8	feature4x4_9	feature4x4_10	feature4x4_11	feature4x4_12	feature5x1_1	feature5x1_2	feature5x1_3	feature5x1_4	feature5x1_5	feature5x1_6	feature5x1_7	feature5x1_8	feature5x1_9	feature5x1_10	feature5x1_11	feature5x1_12	feature5x2_1	feature5x2_2	feature5x2_3	feature5x2_4	feature5x2_5	feature5x2_6	feature5x2_7	feature5x2_8	feature5x3_1	feature5x3_2	feature5x3_3	feature5x3_4	feature5x3_5	feature5x3_6	feature5x3_7	feature5x3_8	feature5x3_9	feature5x3_10	feature5x3_11	feature5x3_12	feature5x3_13	feature5x3_14	feature5x3_15	feature5x3_16	feature5x3_17	feature5x3_18	feature5x4_1	feature5x4_2	feature5x4_3	feature5x4_4	feature5x4_5	feature5x4_6	feature5x4_7	feature5x4_8	feature5x4_9	feature5x4_10	feature5x4_11	feature5x4_12	feature5x4_13	feature5x4_14	feature5x4_15	feature5x4_16	Angle_feature2x1_1	Angle_feature2x1_2	Angle_feature2x2_1	Angle_feature3x1_1	Angle_feature3x1_2	Angle_feature3x1_3	Angle_feature3x1_4	Angle_feature3x1_5	Angle_feature3x1_6	Angle_feature3x2_1	Angle_feature3x2_2	Angle_feature3x2_3	Angle_feature3x2_4	Angle_feature3x2_5	Angle_feature3x2_6	Angle_feature3x3_1	Angle_feature3x3_2	Angle_feature3x3_3	Angle_feature3x3_4	Angle_feature3x3_5	Angle_feature3x3_6	Angle_feature4x1_1	Angle_feature4x1_2	Angle_feature4x1_3	Angle_feature4x1_4	Angle_feature4x2_1	Angle_feature4x2_2	Angle_feature4x2_3	Angle_feature4x2_4	Angle_feature4x2_5	Angle_feature4x2_6	Angle_feature4x2_7	Angle_feature4x2_8	Angle_feature4x3_1	Angle_feature4x3_2	Angle_feature4x3_3	Angle_feature4x3_4	Angle_feature4x3_5	Angle_feature4x3_6	Angle_feature4x3_7	Angle_feature4x3_8	Angle_feature4x3_9	Angle_feature4x3_10	Angle_feature4x3_11	Angle_feature4x3_12	Angle_feature4x3_13	Angle_feature4x3_14	Angle_feature4x3_15	Angle_feature4x3_16	Angle_feature4x4_1	Angle_feature4x4_2	Angle_feature4x4_3	Angle_feature4x4_4	Angle_feature4x4_5	Angle_feature4x4_6	Angle_feature4x4_7	Angle_feature4x4_8	Angle_feature4x4_9	Angle_feature4x4_10	Angle_feature4x4_11	Angle_feature4x4_12	Angle_feature5x1_1	Angle_feature5x1_2	Angle_feature5x1_3	Angle_feature5x1_4	Angle_feature5x1_5	Angle_feature5x1_6	Angle_feature5x1_7	Angle_feature5x1_8	Angle_feature5x1_9	Angle_feature5x1_10	Angle_feature5x1_11	Angle_feature5x1_12	Angle_feature5x2_1	Angle_feature5x2_2	Angle_feature5x2_3	Angle_feature5x2_4	Angle_feature5x2_5	Angle_feature5x2_6	Angle_feature5x2_7	Angle_feature5x2_8	Angle_feature5x3_1	Angle_feature5x3_2	Angle_feature5x3_3	Angle_feature5x3_4	Angle_feature5x3_5	Angle_feature5x3_6	Angle_feature5x3_7	Angle_feature5x3_8	Angle_feature5x3_9	Angle_feature5x3_10	Angle_feature5x3_11	Angle_feature5x3_12	Angle_feature5x3_13	Angle_feature5x3_14	Angle_feature5x3_15	Angle_feature5x3_16	Angle_feature5x3_17	Angle_feature5x3_18	Angle_feature5x4_1	Angle_feature5x4_2	Angle_feature5x4_3	Angle_feature5x4_4	Angle_feature5x4_5	Angle_feature5x4_6	Angle_feature5x4_7	Angle_feature5x4_8	Angle_feature5x4_9	Angle_feature5x4_10	Angle_feature5x4_11	Angle_feature5x4_12	Angle_feature5x4_13	Angle_feature5x4_14	Angle_feature5x4_15	Angle_feature5x4_16	type
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	Bus\ Pass Student\ ID Face
																																																																																																																																																																																																																																																																				class
0.003	0.000	0.000	0.000	0.001	0.011	0.023	0.000	0.000	0.000	2.830	1.981	2.075	1.038	0.943	0.472	0.283	0.094	0.189	0.094	0.000	0.000	0.004	0.002	0.006	0.011	0.002	0.001	0.000	0.000	22582.000	-192464.000	-217962.000	483288.000	-525728.000	-542596.000	428186.000	-395914.000	-727512.000	-76180.000	213812.000	-97528.000	65796.000	-136520.000	224898.000	58386.000	144910.000	279992.000	226926.000	142874.000	1202350.000	25712.000	-47886.000	-22890.000	-186774.000	-12016.000	-34842.000	193800.000	-36178.000	103584.000	114888.000	-92038.000	229508.000	-24826.000	95276.000	-128878.000	66932.000	-12476.000	59866.000	211766.000	121144.000	29314.000	165566.000	-57044.000	182340.000	52402.000	-73610.000	182294.000	135428.000	-29934.000	113064.000	10696.000	-84406.000	-82582.000	-217256.000	-44124.000	72072.000	-6894.000	-85116.000	-75834.000	-19786.000	291892.000	293090.000	288846.000	326550.000	304234.000	338892.000	147100.000	252762.000	89734.000	332392.000	345716.000	531008.000	-63972.000	31722.000	-159390.000	-128080.000	67578.000	25884.000	110992.000	23358.000	-49134.000	175130.000	-88078.000	-75684.000	203922.000	275604.000	201716.000	470696.000	246210.000	4876.000	259636.000	-83380.000	-187992.000	228528.000	261594.000	216818.000	303024.000	341952.000	-29898.000	75886.000	78570.000	277086.000	-184090.000	-500824.000	-132366.000	-498418.000	-23508.000	84722.000	61274.000	221716.000	-71334.000	-398664.000	-528306.000	-149802.000	22582.000	-192464.000	-217962.000	483288.000	-525728.000	-542596.000	428186.000	-395914.000	-727512.000	-76180.000	213812.000	-97528.000	65796.000	-136520.000	224898.000	58386.000	144910.000	279992.000	226926.000	142874.000	1202350.000	25712.000	-47886.000	-22890.000	-186774.000	-12016.000	-34842.000	193800.000	-36178.000	103584.000	114888.000	-92038.000	229508.000	-24826.000	95276.000	-128878.000	66932.000	-12476.000	59866.000	211766.000	121144.000	29314.000	165566.000	-57044.000	182340.000	52402.000	-73610.000	182294.000	135428.000	-29934.000	113064.000	10696.000	-84406.000	-82582.000	-217256.000	-44124.000	72072.000	-6894.000	-85116.000	-75834.000	-19786.000	291892.000	293090.000	288846.000	326550.000	304234.000	338892.000	147100.000	252762.000	89734.000	332392.000	345716.000	531008.000	-63972.000	31722.000	-159390.000	-128080.000	67578.000	25884.000	110992.000	23358.000	-49134.000	175130.000	-88078.000	-75684.000	203922.000	275604.000	201716.000	470696.000	246210.000	4876.000	259636.000	-83380.000	-187992.000	228528.000	261594.000	216818.000	303024.000	341952.000	-29898.000	75886.000	78570.000	277086.000	-184090.000	-500824.000	-132366.000	-498418.000	-23508.000	84722.000	61274.000	221716.000	-71334.000	-398664.000	-528306.000	-149802.000	Bus Pass
0.004	0.000	0.000	0.000	0.001	0.009	0.025	0.000	0.000	0.000	2.900	2.400	1.900	1.200	0.900	0.400	0.000	0.200	0.100	0.000	0.000	0.000	0.002	0.005	0.005	0.014	0.001	0.001	0.000	0.000	109802.000	-85590.000	-31674.000	437278.000	-552218.000	-424790.000	433614.000	-387384.000	-593288.000	13406.000	66810.000	32186.000	12734.000	37204.000	85332.000	141966.000	156916.000	138396.000	184862.000	106786.000	1071606.000	71476.000	-87284.000	-61128.000	-62100.000	2800.000	65200.000	89832.000	60958.000	-12532.000	65200.000	77930.000	97072.000	38924.000	10732.000	-10106.000	2392.000	26214.000	-102766.000	198346.000	224536.000	-26364.000	356.000	-5768.000	-14230.000	45416.000	-107160.000	224940.000	211982.000	44374.000	-32834.000	26404.000	-121338.000	-23304.000	-5962.000	62054.000	-123686.000	3568.000	-28798.000	-25652.000	82542.000	248090.000	200440.000	253396.000	357310.000	246960.000	356180.000	276812.000	279584.000	210490.000	288844.000	311668.000	323700.000	30298.000	44780.000	18508.000	-26300.000	16792.000	-420.000	49178.000	-38918.000	-71282.000	108752.000	-31590.000	-215838.000	253580.000	254606.000	250290.000	310974.000	245462.000	-104348.000	77424.000	-33772.000	-212504.000	255506.000	277900.000	263726.000	281910.000	276358.000	26208.000	-25834.000	12496.000	244074.000	-23770.000	-345070.000	-274426.000	-329844.000	30306.000	-54654.000	-4558.000	244594.000	-37188.000	-362492.000	-325428.000	-275084.000	109802.000	-85590.000	-31674.000	437278.000	-552218.000	-424790.000	433614.000	-387384.000	-593288.000	13406.000	66810.000	32186.000	12734.000	37204.000	85332.000	141966.000	156916.000	138396.000	184862.000	106786.000	1071606.000	71476.000	-87284.000	-61128.000	-62100.000	2800.000	65200.000	89832.000	60958.000	-12532.000	65200.000	77930.000	97072.000	38924.000	10732.000	-10106.000	2392.000	26214.000	-102766.000	198346.000	224536.000	-26364.000	356.000	-5768.000	-14230.000	45416.000	-107160.000	224940.000	211982.000	44374.000	-32834.000	26404.000	-121338.000	-23304.000	-5962.000	62054.000	-123686.000	3568.000	-28798.000	-25652.000	82542.000	248090.000	200440.000	253396.000	357310.000	246960.000	356180.000	276812.000	279584.000	210490.000	288844.000	311668.000	323700.000	30298.000	44780.000	18508.000	-26300.000	16792.000	-420.000	49178.000	-38918.000	-71282.000	108752.000	-31590.000	-215838.000	253580.000	254606.000	250290.000	310974.000	245462.000	-104348.000	77424.000	-33772.000	-212504.000	255506.000	277900.000	263726.000	281910.000	276358.000	26208.000	-25834.000	12496.000	244074.000	-23770.000	-345070.000	-274426.000	-329844.000	30306.000	-54654.000	-4558.000	244594.000	-37188.000	-362492.000	-325428.000	-275084.000	Bus Pass
0.004	0.000	0.000	0.000	0.000	0.015	0.019	0.000	0.000	0.000	3.041	2.432	2.230	0.811	0.405	0.473	0.473	0.135	0.000	0.000	0.000	0.000	0.002	0.004	0.002	0.014	0.004	0.001	0.000	0.000	18483.000	63189.000	23565.000	350617.000	-424667.000	-445227.000	302839.000	-501845.000	-415827.000	43711.000	-38529.000	19051.000	-13127.000	19857.000	-14501.000	55093.000	175663.000	119861.000	123751.000	123995.000	909437.000	-21553.000	-70905.000	79431.000	-163115.000	10973.000	11689.000	-43019.000	-8481.000	-24251.000	18411.000	42355.000	-5461.000	8709.000	42985.000	-37631.000	-61421.000	-6267.000	-21653.000	119009.000	140845.000	-39049.000	89753.000	45969.000	-3865.000	-12235.000	-61127.000	128101.000	132763.000	8943.000	22687.000	-43919.000	-96509.000	-100785.000	-85017.000	27943.000	-43925.000	-4293.000	-38669.000	-54923.000	34179.000	244175.000	184473.000	209585.000	247511.000	287803.000	291139.000	142529.000	133339.000	114961.000	344797.000	212573.000	414841.000	15649.000	18347.000	48807.000	57347.000	32895.000	4549.000	-2157.000	-24493.000	-56547.000	105571.000	-81121.000	-104447.000	140721.000	168631.000	190755.000	233273.000	311203.000	-33187.000	157235.000	-102073.000	-155533.000	160195.000	191191.000	192613.000	257665.000	245281.000	34767.000	-4243.000	28471.000	140167.000	-130401.000	-414415.000	-294789.000	-240525.000	58331.000	2201.000	5087.000	174053.000	-68019.000	-348147.000	-254265.000	-303105.000	18483.000	63189.000	23565.000	350617.000	-424667.000	-445227.000	302839.000	-501845.000	-415827.000	43711.000	-38529.000	19051.000	-13127.000	19857.000	-14501.000	55093.000	175663.000	119861.000	123751.000	123995.000	909437.000	-21553.000	-70905.000	79431.000	-163115.000	10973.000	11689.000	-43019.000	-8481.000	-24251.000	18411.000	42355.000	-5461.000	8709.000	42985.000	-37631.000	-61421.000	-6267.000	-21653.000	119009.000	140845.000	-39049.000	89753.000	45969.000	-3865.000	-12235.000	-61127.000	128101.000	132763.000	8943.000	22687.000	-43919.000	-96509.000	-100785.000	-85017.000	27943.000	-43925.000	-4293.000	-38669.000	-54923.000	34179.000	244175.000	184473.000	209585.000	247511.000	287803.000	291139.000	142529.000	133339.000	114961.000	344797.000	212573.000	414841.000	15649.000	18347.000	48807.000	57347.000	32895.000	4549.000	-2157.000	-24493.000	-56547.000	105571.000	-81121.000	-104447.000	140721.000	168631.000	190755.000	233273.000	311203.000	-33187.000	157235.000	-102073.000	-155533.000	160195.000	191191.000	192613.000	257665.000	245281.000	34767.000	-4243.000	28471.000	140167.000	-130401.000	-414415.000	-294789.000	-240525.000	58331.000	2201.000	5087.000	174053.000	-68019.000	-348147.000	-254265.000	-303105.000	Bus Pass
0.004	0.000	0.000	0.000	0.000	0.010	0.024	0.000	0.000	0.000	3.534	1.955	1.429	1.429	0.451	0.301	0.226	0.226	0.150	0.301	0.000	0.000	0.002	0.004	0.009	0.008	0.002	0.002	0.000	0.000	99401.000	-140725.000	-42995.000	417335.000	-546311.000	-408809.000	463343.000	-294695.000	-614417.000	-74905.000	69017.000	-3197.000	-2257.000	19525.000	77619.000	157175.000	48487.000	211673.000	161137.000	145031.000	1047979.000	74547.000	-67843.000	-66441.000	11215.000	-16301.000	-15059.000	92481.000	33185.000	-2553.000	25727.000	42343.000	82785.000	-3955.000	-3245.000	-2155.000	43241.000	-51831.000	-19257.000	234143.000	232445.000	36225.000	-17907.000	-59061.000	-15725.000	16289.000	-22981.000	236961.000	198281.000	-8693.000	-24921.000	7311.000	-21017.000	29631.000	6505.000	-4451.000	-36627.000	-56137.000	-16157.000	-26765.000	2601.000	216517.000	238245.000	240511.000	350087.000	205021.000	338591.000	280877.000	321607.000	222781.000	221599.000	332873.000	273595.000	-8871.000	-13947.000	-58113.000	-101957.000	-26735.000	-14097.000	19657.000	-33553.000	-85461.000	92327.000	-89519.000	-156745.000	285555.000	285781.000	263023.000	380913.000	150879.000	-82317.000	75155.000	-71469.000	-126971.000	259863.000	282383.000	217269.000	290979.000	267141.000	10697.000	-19865.000	-17481.000	306301.000	13599.000	-265147.000	-236735.000	-318373.000	-38345.000	-34795.000	6437.000	256349.000	-26611.000	-324463.000	-313249.000	-241223.000	99401.000	-140725.000	-42995.000	417335.000	-546311.000	-408809.000	463343.000	-294695.000	-614417.000	-74905.000	69017.000	-3197.000	-2257.000	19525.000	77619.000	157175.000	48487.000	211673.000	161137.000	145031.000	1047979.000	74547.000	-67843.000	-66441.000	11215.000	-16301.000	-15059.000	92481.000	33185.000	-2553.000	25727.000	42343.000	82785.000	-3955.000	-3245.000	-2155.000	43241.000	-51831.000	-19257.000	234143.000	232445.000	36225.000	-17907.000	-59061.000	-15725.000	16289.000	-22981.000	236961.000	198281.000	-8693.000	-24921.000	7311.000	-21017.000	29631.000	6505.000	-4451.000	-36627.000	-56137.000	-16157.000	-26765.000	2601.000	216517.000	238245.000	240511.000	350087.000	205021.000	338591.000	280877.000	321607.000	222781.000	221599.000	332873.000	273595.000	-8871.000	-13947.000	-58113.000	-101957.000	-26735.000	-14097.000	19657.000	-33553.000	-85461.000	92327.000	-89519.000	-156745.000	285555.000	285781.000	263023.000	380913.000	150879.000	-82317.000	75155.000	-71469.000	-126971.000	259863.000	282383.000	217269.000	290979.000	267141.000	10697.000	-19865.000	-17481.000	306301.000	13599.000	-265147.000	-236735.000	-318373.000	-38345.000	-34795.000	6437.000	256349.000	-26611.000	-324463.000	-313249.000	-241223.000	Bus Pass
0.003	0.000	0.000	0.000	0.000	0.007	0.029	0.000	0.000	0.000	2.358	2.830	2.075	1.038	0.755	0.283	0.094	0.189	0.377	0.000	0.000	0.000	0.002	0.003	0.002	0.019	0.001	0.001	0.000	0.000	117451.000	-164571.000	-43247.000	519619.000	-569947.000	-419345.000	453363.000	-353867.000	-701681.000	-72179.000	80735.000	11657.000	-58351.000	-14865.000	73965.000	186675.000	93687.000	239257.000	95389.000	171299.000	1147609.000	60611.000	-12117.000	-81599.000	-39977.000	-16515.000	-21843.000	101245.000	41483.000	28607.000	-33319.000	6139.000	77993.000	-22359.000	-28799.000	-71517.000	-11235.000	-40925.000	9.000	223085.000	259077.000	44471.000	-21899.000	-11497.000	45509.000	-56747.000	-5129.000	284613.000	256905.000	-4251.000	-31947.000	-57277.000	-14647.000	-16019.000	7989.000	-16951.000	-2635.000	-41429.000	12361.000	7469.000	-9311.000	308997.000	298545.000	329279.000	364547.000	230495.000	286045.000	294961.000	333929.000	177199.000	306141.000	340231.000	351411.000	-38105.000	-37601.000	-59167.000	-111617.000	-43657.000	-53745.000	-17363.000	-72451.000	-89853.000	73081.000	-90885.000	-122079.000	290429.000	267631.000	275585.000	423391.000	200049.000	-109105.000	95943.000	-130553.000	-124915.000	314571.000	343413.000	285311.000	315859.000	232109.000	-24273.000	-17431.000	16791.000	331565.000	-5755.000	-320387.000	-257873.000	-337169.000	-25857.000	-15501.000	11451.000	296531.000	14835.000	-321827.000	-370299.000	-276073.000	117451.000	-164571.000	-43247.000	519619.000	-569947.000	-419345.000	453363.000	-353867.000	-701681.000	-72179.000	80735.000	11657.000	-58351.000	-14865.000	73965.000	186675.000	93687.000	239257.000	95389.000	171299.000	1147609.000	60611.000	-12117.000	-81599.000	-39977.000	-16515.000	-21843.000	101245.000	41483.000	28607.000	-33319.000	6139.000	77993.000	-22359.000	-28799.000	-71517.000	-11235.000	-40925.000	9.000	223085.000	259077.000	44471.000	-21899.000	-11497.000	45509.000	-56747.000	-5129.000	284613.000	256905.000	-4251.000	-31947.000	-57277.000	-14647.000	-16019.000	7989.000	-16951.000	-2635.000	-41429.000	12361.000	7469.000	-9311.000	308997.000	298545.000	329279.000	364547.000	230495.000	286045.000	294961.000	333929.000	177199.000	306141.000	340231.000	351411.000	-38105.000	-37601.000	-59167.000	-111617.000	-43657.000	-53745.000	-17363.000	-72451.000	-89853.000	73081.000	-90885.000	-122079.000	290429.000	267631.000	275585.000	423391.000	200049.000	-109105.000	95943.000	-130553.000	-124915.000	314571.000	343413.000	285311.000	315859.000	232109.000	-24273.000	-17431.000	16791.000	331565.000	-5755.000	-320387.000	-257873.000	-337169.000	-25857.000	-15501.000	11451.000	296531.000	14835.000	-321827.000	-370299.000	-276073.000	Bus Pass
0.007	0.000	0.000	0.000	0.000	0.005	0.027	0.000	0.000	0.000	3.294	2.235	1.294	2.118	0.588	0.118	0.000	0.353	0.000	0.000	0.000	0.000	0.002	0.001	0.002	0.014	0.005	0.004	0.000	0.000	-75818.000	56584.000	92972.000	242842.000	-277612.000	-441824.000	233692.000	-386976.000	-341610.000	101228.000	-70306.000	114950.000	51728.000	66552.000	-90642.000	29736.000	183344.000	29762.000	157866.000	46090.000	704538.000	-3780.000	-77760.000	-7318.000	-120628.000	75878.000	107022.000	-59206.000	109644.000	-42630.000	34860.000	47322.000	-88280.000	41086.000	48350.000	31470.000	-99016.000	69322.000	-98732.000	97992.000	87350.000	-26558.000	56136.000	50176.000	-78670.000	1902.000	-66394.000	56018.000	130688.000	-17772.000	-3082.000	-32600.000	-91110.000	-53168.000	-64378.000	2036.000	-94950.000	14108.000	-89832.000	15154.000	23650.000	176516.000	192788.000	59854.000	266868.000	176208.000	266560.000	148282.000	87604.000	124500.000	228744.000	220484.000	300946.000	70926.000	72118.000	114088.000	85932.000	32726.000	66940.000	8300.000	59166.000	-34666.000	83506.000	-15954.000	-167100.000	115520.000	153726.000	114632.000	142394.000	261288.000	-43522.000	89926.000	-95572.000	-115448.000	109394.000	102052.000	184312.000	138172.000	265484.000	-44512.000	-35306.000	7542.000	68074.000	-77780.000	-320742.000	-316196.000	-126880.000	-11580.000	-25280.000	-14528.000	82510.000	-67008.000	-296998.000	-138208.000	-311020.000	-75818.000	56584.000	92972.000	242842.000	-277612.000	-441824.000	233692.000	-386976.000	-341610.000	101228.000	-70306.000	114950.000	51728.000	66552.000	-90642.000	29736.000	183344.000	29762.000	157866.000	46090.000	704538.000	-3780.000	-77760.000	-7318.000	-120628.000	75878.000	107022.000	-59206.000	109644.000	-42630.000	34860.000	47322.000	-88280.000	41086.000	48350.000	31470.000	-99016.000	69322.000	-98732.000	97992.000	87350.000	-26558.000	56136.000	50176.000	-78670.000	1902.000	-66394.000	56018.000	130688.000	-17772.000	-3082.000	-32600.000	-91110.000	-53168.000	-64378.000	2036.000	-94950.000	14108.000	-89832.000	15154.000	23650.000	176516.000	192788.000	59854.000	266868.000	176208.000	266560.000	148282.000	87604.000	124500.000	228744.000	220484.000	300946.000	70926.000	72118.000	114088.000	85932.000	32726.000	66940.000	8300.000	59166.000	-34666.000	83506.000	-15954.000	-167100.000	115520.000	153726.000	114632.000	142394.000	261288.000	-43522.000	89926.000	-95572.000	-115448.000	109394.000	102052.000	184312.000	138172.000	265484.000	-44512.000	-35306.000	7542.000	68074.000	-77780.000	-320742.000	-316196.000	-126880.000	-11580.000	-25280.000	-14528.000	82510.000	-67008.000	-296998.000	-138208.000	-311020.000	Bus Pass
0.004	0.000	0.000	0.000	0.000	0.007	0.027	0.001	0.000	0.000	2.441	2.441	1.417	1.024	0.945	0.787	0.236	0.394	0.157	0.157	0.000	0.000	0.001	0.007	0.006	0.009	0.004	0.001	0.000	0.000	112822.000	-210998.000	-41162.000	522590.000	-662420.000	-475900.000	481416.000	-390428.000	-789066.000	-109386.000	77028.000	24584.000	-68536.000	-14372.000	58658.000	178692.000	82764.000	261134.000	88294.000	214430.000	1243112.000	85376.000	-35560.000	-49978.000	-73258.000	-2648.000	-49956.000	102426.000	58616.000	18882.000	-53402.000	-312.000	59732.000	-47722.000	-24114.000	-67020.000	-35588.000	-60122.000	448.000	242358.000	263172.000	16718.000	-13302.000	-29610.000	13018.000	-91904.000	5344.000	314280.000	221612.000	16352.000	-24032.000	-85328.000	-11962.000	-41332.000	-7894.000	8016.000	-8826.000	-50766.000	23222.000	-34750.000	-19964.000	309046.000	296118.000	342674.000	381596.000	283986.000	356536.000	335262.000	369498.000	174142.000	358648.000	367618.000	391004.000	-65450.000	-70382.000	-98246.000	-157088.000	-56878.000	-69614.000	-36738.000	-81148.000	-98744.000	82482.000	-130534.000	-143520.000	300190.000	272634.000	307526.000	481980.000	213158.000	-114942.000	105400.000	-170030.000	-115574.000	302248.000	371100.000	266432.000	383926.000	248470.000	-1742.000	-17472.000	35618.000	381156.000	-20168.000	-379504.000	-299154.000	-366428.000	-39344.000	-15438.000	22480.000	291340.000	2358.000	-379734.000	-405414.000	-320852.000	112822.000	-210998.000	-41162.000	522590.000	-662420.000	-475900.000	481416.000	-390428.000	-789066.000	-109386.000	77028.000	24584.000	-68536.000	-14372.000	58658.000	178692.000	82764.000	261134.000	88294.000	214430.000	1243112.000	85376.000	-35560.000	-49978.000	-73258.000	-2648.000	-49956.000	102426.000	58616.000	18882.000	-53402.000	-312.000	59732.000	-47722.000	-24114.000	-67020.000	-35588.000	-60122.000	448.000	242358.000	263172.000	16718.000	-13302.000	-29610.000	13018.000	-91904.000	5344.000	314280.000	221612.000	16352.000	-24032.000	-85328.000	-11962.000	-41332.000	-7894.000	8016.000	-8826.000	-50766.000	23222.000	-34750.000	-19964.000	309046.000	296118.000	342674.000	381596.000	283986.000	356536.000	335262.000	369498.000	174142.000	358648.000	367618.000	391004.000	-65450.000	-70382.000	-98246.000	-157088.000	-56878.000	-69614.000	-36738.000	-81148.000	-98744.000	82482.000	-130534.000	-143520.000	300190.000	272634.000	307526.000	481980.000	213158.000	-114942.000	105400.000	-170030.000	-115574.000	302248.000	371100.000	266432.000	383926.000	248470.000	-1742.000	-17472.000	35618.000	381156.000	-20168.000	-379504.000	-299154.000	-366428.000	-39344.000	-15438.000	22480.000	291340.000	2358.000	-379734.000	-405414.000	-320852.000	Bus Pass
